Drug Name,Price
MARIVANIL 5mg tab.,4
RUTIN-C soft gelatin caps.,4
TUSSILAR COMPOUND syrup,2
PRIANIL C.R.400mg controlled release tab. (R1),1
PRIANIL C.R.400mg controlled release tab.,7
OXYTOCIN 5 I.U./ml amp.,8
GYNERA coated tab.,17
CLEXANE 40mg/0.4ml prefilled syringe,30
CLEXANE 20mg/0.2ml prefilled syringe,15
ULTRAGRISEOFULVIN 2.5 g/100 ml susp.,4
AMPICILLIN 500mg H.G.caps.,6
OCUCARPINE 2% eye drops,5
"CORTIGEN B6 pediatric amp.
(APPROVED:RE-REG.)",6
AMINOVENOUS N.Paed 6% I.V.infusion,34
EZAPRIL 10mg tab.,5
PYREMOL 300mg supp.,1
AUGMENTIN 600mg vial,12
MICONAZ 2% oral gel,5
AUGMENTIN 1.2g vial for I.V. inj./inf.,20
KYTRIL 3mg/3ml amp. For I.V. inj.&inf.,135
THERAGRAN- M tab.,10
GYNOZOL 200mg vaginal soft gelatin capsules,8
GLYCERYL TRINITRATE FOR INJ. 50 mg/10 ml amp.,22
KETOTI PHARCO 1mg/5ml syrup,8
CORDARONE 200mg tab.,6
VOLTAREN OPHTA 0.1% ophthalmic solution,20
G-REGULATOR 100mg tab.,4
RAPICAINE 2% WITH EPINEPHRINE 1:100 000 cartirdge,37
PERITONEAL DIALYSIS SOLUTION ( LACTATE ) IN GLUCOSE 7%,7
LEPONEX 25mg tab.,8
SANDIMMUN  NEORAL 100mg soft gelatin caps.,66
SANDIMMUN  NEORAL 50mg soft gelatin caps.,34
SANDIMMUN NEORAL 25mg soft gelatin caps.,17
SANDIMMUN NEORAL 100 mg/ml oral solution,700
LEPONEX 100mg tab.,30
THERAGRAN STRESS tab.,10
RHEUMAFEN 25mg enteric coated tab.,7
RHEUMAFEN 50mg enteric coated  tab.,8
ULTRA CARE cream,4
VALPAM 2mg/5ml syrup,4
AMBROXOL 30 mg tab.,4
LIPIODOL ULTRA FLUID 480mg I/ml amp.(Hospital),47
CEPOREX 1gm vial,8
CEPOREX 500 mg vial,5
VASOTAL 400mg f.c. S.R.tab.,10
LOPRAL 30mg caps.,15
HYDERGINE 1.5mg tab.,10
OLFEN  25 mg Lactab (R1),10
OLFEN  25 mg Lactab,4
MST 30mg  continus tab.,35
BACTIFLOX 250mg lactab.,16
BACTIFLOX 500mg lactab.,31
CLARITINE 1mg/ml syrup,12
PREDMYCIN-P LIQUIFILM sterile ophthalmic solution,5
ALBOTHYL 90mg vag.supp. (R1),8
ALBOTHYL 90mg vag.supp.,8
INTRALIPID 20% emulsion for infusion,76
EPIFENAC 0.1% eye drops (R1),4
LIDOCAINE  2% gel.,2
FLAGYL 500mg tab.,6
T.B.ZIDE FORTE 300mg tab.,4
ROVAMYCIN 3M.I.U tab.,12
PROFENID 2.5% top. Gel,5
NAPROSYN 250 mg tab.,7
NAPROSYN 500 mg tab.,6
PRESSAVEIN 75mg f.c.tab.,3
CIPROBAY 250 mg f.c.tab.,26
CIPROBAY 500 mg f.c.tab.,46
CIPROBAY 750 mg f.c.tab.,65
INTRAPERITONEAL DIALYSIS SOLUTION  ANHYDROUS DEXTROSE 4.25% (ACETATE),10
CONTRASEED 100mg vag.ovule,18
NEURAZINE 100mg tab.,2
MOTIPRID 10mg tab.,12
LACIPIL 2 mg tab.,10
LACIPIL 4 mg tab.,15
AMBROXOL 75mg S.R caps.,7
DEXTROSE 5% IN RINGER I.V.infusion (R1),4
DEXTROSE 5% IN RINGER I.V.infusion,7
GLYCODAL chew. tab.,2
DEXATOPIC topical cream,10
THIOPENTAL 1g I.V. vial,10
THIOPENTAL 0.5g I.V. vial,6
APIGENT 3mg/gm eye/ear oint.,3
ABIMOL 150mg/5ml syrup,3
MAREVAN 5 mg tab.,10
MAREVAN 1 mg tab.,5
MAREVAN 3 mg tab.,8
DANOFRAN 8mg f.c.tab.,130
DANOFRAN 4mg f.c.tab.,70
RIBAVIRIN 200mg caps. (R1),22
MOTIPRID 1mg/ml susp.,9
ROXID 100mg tab.,11
VINCRISTINE SULPHATE 1mg/ml I.V.vial (R2),19
VINCRISTINE SULPHATE 1mg/ml I.V.vial (R1),43
VINCRISTINE SULPHATE 1mg/ml I.V.vial,78
HYDROQUINE 200mg tab.,11
OCTOMOTOL 110 mg sugar coated tab.,4
CYCLO-PROGYNOVA f.c. tab.(Biphasic),14
REVIA 50mg scored f.c.tab.,300
BENALEX syrup,4
"THIOPHENICOL 750mg vial
(APPROVED RE-REG.)",5
DIAKAN-M susp.,5
K-CHLOR  6% syrup.,3
TUSSIPECT-N syrup,4
VENTENE 2 mg tab.,1
PHENYTOIN 100mg hard gelatin caps.,1
GYNIPRAL 0.5mg tab.,8
KLACID 125 mg/5 ml susp (R1),20
KLACID 125 mg/5 ml susp,18
FLAGICURE 500mg vaginal tab,2
KLACID 250 mg tab,45
HYPOTENSE  2.5mg tab. (R1),5
HYPOTENSE  2.5mg tab.,2
EPISTIGMIN 0.5mg/ml amp.,2
AMPICILLIN 500mg vial.,2
CORTIPHEN eye oint.,2
DONALASE-S tab.,2
SERVIPEP 20mg f.c.tab.,8
SERVIPEP 40mg f.c.tab.,8
SOLU-MEDROL 1gm I.M./I.V.vial,180
ALOMIDE 1mg/ml eye drops,19
BETADINE 10% sterile gauze dressing,1
SOLU-MEDROL 500mg vial.,98
HOLOXAN 1gm I.V vial,120
GYNO-TROSID 100 mg vag.tab.,10
TEGRETOL 200mg tab.,11
VOLTAREN 50mg enteric coated tab.,6
SURGAM 300mg S.R.tab.,10
AMPICILLIN SODIUM 1g vial B.P.2004 .,4
"NEWCID SHAMPOO 1 %
(APPROVED RE-REG) (R1)",9
"NEWCID SHAMPOO 1 %
(APPROVED RE-REG)",7
PROFENID 50mg caps.,6
E-MOXCLAV 312 mg/5ml dry mix for oral susp.,18
TRICHOGYL 250 mg tab.,2
FLAGYL 250mg tab.,6
PANTHENOL 5% topical gel (R1),3
PANTHENOL 5% topical gel,6
DIGESTIN tab.,4
HOLOXAN 2gm I.V. inj.,225
FOLONE  5mg amp.,2
PROFENID 100mg supp.,4
POSTINE syrup.,3
KETOFAN 100mg SR caps.,6
EUCAPHOL inf. supp.,2
CHLORANTINE-M 4mg tab.,1
PYRAPHOL ped. supp.,1
E-MOXCLAV 625mg tab.,30
E-MOXCLAV 375mg f.c.tab.,17
E-MOXCLAV 156mg/5ml susp.,10
PEPTEC 40mg tab.,10
PANDERMAL topical cream,6
PEPTEC 20mg tab.,15
"PANDERMAL oint.
(APPROVED:RE-REG)",6
NORPROLAC 0.075mg tab.,39
DEXAMYTREX OPHTIOLE eye drops.,5
PROZAC 20mg caps.,65
HUMULIN 70/30 40 I.U./ml vial (R1),6
VENTOLIN 0.5mg/ml amp. For S.C./I.M. inj.,8
MARCOFEN 100mg infantile rectal  supp.,2
DEXARON PLUS eye/ear oint.,5
CARBOPLATIN 10mg/1ml vial (R1),200
CARBOPLATIN 10mg/1ml vial,450
DEPO-PROVERA 150mg/ml vial,8
CIPROFAR 250mg f.c.tab.,15
SPASMO-DIGESTIN tab. (R1),2
SPASMO-DIGESTIN tab.,7
VENTOPHYL 100mg S.R.caps.,2
DECLOPHEN S.R. 100mg pellets in caps.,10
ALZENTAL 200mg f.c.tab.,2
CALMALGIINE  tab.,2
PROLOL 40mg tab.,3
SORBISTERIT powder,141
NORGESIC tab. (R1),2
NORGESIC tab.,1
PARACETAMOL 120mg/5ml susp.,2
"DEBRIDAT 200mg tab.
9APPROVED:RE-REG)",10
HOSTACORTIN H 5mg tab.,2
ANTI-HAEMOPHYLIC GLOBULIN (A.H.G)INJ.,10
B.C.G. VACCINE 2 mg amp.,1
ORAL POLIOMYLITIS VACCINE,10
D.T. VACCINE (DIPHTERIA TOXOID &TETANUS TOXOID) vial,2
B.C.G. VACCINE 1 mg amp.,1
TYPHOID VACCINE,1
ADSORBED TETANUS TOXOID VACCINE.,1
ONE ALPHA 2mcg/ml oral drops,186
MYCOCORT CREAM,5
ASPOCID 75mg tab.,1
EPIGENT 80mg/2ml I.M./I.V.amp. (R1),1
EPIGENT 80mg/2ml I.M./I.V.amp.,4
DILATREND 25mg tab.,28
ONE ALPHA 2mcg/ml amp. (R1),16
ONE ALPHA 2mcg/ml amp.,30
EPIGENT 20mg/2ml I.V./I.M.amp.,2
DOPERGIN 0.2mg scored tab.,32
HOSTACORTIN 5mg tab.,4
MAALOX PLUS (Lemon flavoured) susp. (R1),22
MAALOX PLUS (Lemon flavoured) susp.,16
DICYNONE 250mg/2ml amp.,6
LUTONE 25mg/ml I.M.amp.,2
LEXOTANIL 1.5mg tab.,4
LUTOFOLONE amp.,2
CANESTEN 1% cream,4
LEXOTANIL 3mg tab.,5
ISOKET 0.1% amp for I.V. inf.,10
OFLOXACIN  200mg tab,25
YOMESAN 500mg tab.,4
ENALAP 20mg tab.,7
THIAZOPRIL 12.5/20mg tab.,18
PENTAGLOBIN 50mg I.V.amp & vial (R3),260
PENTAGLOBIN 50mg I.V.amp & vial (R2),1100
PENTAGLOBIN 50mg I.V.amp & vial (R1),2150
PENTAGLOBIN 50mg I.V.amp & vial,210
DISFLATYL chewable tab.,3
ALCOFAN 25mg tab. (R1),4
ALCOFAN 25mg tab.,2
HISTAZINE-1 10mg tab.,8
MAX VIT caps. (R1),5
MAX VIT caps.,10
CEFOTAX 0.25gm vial,5
FUNGRYL  1% topical cream,4
ROMALEX 75mg/3ml I.M. amp.,6
RISEK 20mg caps. (R1),40
RISEK 20mg caps.,75
NU-SPASM 10mg tab.,2
POSTINOR-2 0.75mg tab.,5
ANZATAX 6mg/ml I.V.vial (R1),1000
ANZATAX 6mg/ml I.V.vial,250
PARAGESIC 500mg supp.,2
FLUCON 0.1% eye drops,10
AKINETON 5 mg/ml amp.,60
TIENAM 500mg I.M. WITH LIDOCAINE HCL 1%,78
FLUOXETINE 20 mg  caps.,16
BABY REST 40mg/0.6ml oral drops,2
ECODERM 1% topical lotion,4
ERYTHROMYCIN PHARCO 200mg/5ml susp.,6
ZENALB-20  20% I.V.vial,210
NASOTAL COMPOUND spray,7
ARACYTIN 100mg/5ml vial,20
DALACIN C 150mg/ml I.M./I.V.amp.,26
BRONCHOVENT 2mg tab.,1
LEVAMISOLE 40mg/5ml syrup.,2
EUMOVATE 0.05gm/100gm top. Cream,6
SPASMOMEN 40mg tab.,9
"SELGON 10mg infant.supp.
(APPROVED RE-REG)",2
EPIQUANTEL 600mg/5ml susp.,5
CLENIL COMPOSITUM spray,16
AMBISOME  50mg I.V. vial,1300
AMPICILLIN FORTE 250mg/5ml  susp.,4
PAN-AMIN G  I.V.infusion.,20
MOXIPEN 500mg caps.,7
"CUTIVATE  0.005% w/w ointment
(APPROVED:RE-REG)",10
EUMOVATE 0.05g/100g top. Oint.,6
PARAFON 250/300 caps.,4
XATRAL 5mg S.R.f.c.tab.,54
MEGESTRON 150mg/ml I.M.vial,7
DALACIN 2%  vaginal cream,53
COLOSPASMIN 100mg tab.,2
DUPHASTON 10mg f.c.tab.,15
MICROLUT 0.03mg coated tab.,10
FLATIDYL 40mg chewable tab. (R1),1
FLATIDYL 40mg chewable tab.,3
SEREVENT 25mcg rotadisks,60
PYRAL 250mg children supp.,1
GASEC capsule (R1),38
GASEC capsule,22
ALGIBAUME cream,2
CIPROBAY 250mg f.c.tab.,26
CIPROBAY 500mg f.c.tab.,46
CIPROBAY 750mg f.c.tab.,65
STIMULAN 200mg/ml syrup,13
STIMULAN 400mg caps.,7
CEFOBID 1gm vial (I.V-I.M),28
VIAREX 0.05mg inhaler,15
TERGYNAN vaginal tab.,12
INTROPIN 200mg amp.,3
TARIVID 200mg f.c. tab.,38
AMBROXOL 15 mg/5ml syp.,6
MOXIPEN 250mg/5ml susp.,7
CEFOTAX 500mg vial (R1),8
KABILKINASE 1 500 000 I.u. vial,250
MAGNESIUM DIASPORAL 610mg lozenges,7
CEFOTAX 2gm IV/IM vial,22
MAGNESIUM DIASPORAL FORTE 640mg amp.,4
CLARINASE repetabs.,12
OFLOX 0.3% ophth.solution,17
DURICEF 500mg caps.,12
THERAGRAN HEMATENIC tab. (R2),9
THERAGRAN HEMATENIC tab. (R1),3
THERAGRAN HEMATENIC tab.,15
ZOVIRAX 250mg I.V. infusion,64
RISPERDAL 2mg f.c.tab.,62
DANOL 200mg caps.,38
MUCOSOLVAN 15mg/2ml inhalation sol.,6
MOXIPEN  125mg/5ml susp.,5
"LIDOSINE  5% topical oint.






oint.",2
MIFOXIN 500mg f.c.tab.,30
BREVIBLOC 2.5 gm/10 ml AMP.,162
URISEPT 100 mg sugar coated tab.,3
BROMHEXINE  4mg/5ml syrup,3
SERVIVIT PLUS soft gelatin caps.,6
CLAFORAN 1gm vial,26
SULPERAZON 1.5 gm (I.V/I.M) inj.(Hospital),59
CLAFORAN  0.5gm I.M/I.V.vial,15
DURICEF 125 mg/5ml powder for oral susp.,6
SINE UP tab.,2
TRENTAL 400 SR f.c. tab.,28
DURICEF 250 mg/5ml susp.,12
TAURAL 50mg/5ml I.V.amp.,7
NEOMAINT I.V.infusion,3
TRICONAL 150mg caps.,15
MAGNESIUM DIASPORAL 300mg sachets,8
SUMAGRAINE 6mg amp.,40
PROSTA-S 160mg caps. (R1),10
PROSTA-S 160mg caps.,20
SOLVIN 2 mg/ml oral drops,2
KIDROLASE 10000 M.I.U.vial,240
CANDISTAN 1% topical powder.,3
MINOPHILLINE 125mg infantile supp.,2
LOSEC 40mg/ml vial,54
CORASORE 150mg tab.,2
APIDONE syrup,4
ZOVIRAX 3% eye oint.,32
CUTIVATE  0.05%  top. Cream.,10
MUCOFAR 15mg/5ml syrup,5
ACNE ZINCOMYCIN topical solution,6
BRONCHOPHANE syrup.,4
AMRI-K 10mg/ml amp.,5
RANCIF 200 mg/100 ml vial,17
AQUA CID syrup,2
SUMAGRAINE 100mg f.c.tab.,35
NOVALGIN 50mg/ml syrup,2
CEFOTAX 1gm I.M./I.V.vial,12
AMIKACIN 100mg/2ml I.M./I.V. vial,3
EPIFENAC 75mg/3ml I.M./I.V.amp.,2
NOSTAMINE eye/nose drops,2
AMIKACIN 500mg/2ml I.M./I.V. vial,9
EPIDEXONE 1mg/ml eye/ear drops,3
CARDIOGUARD M 40 mg SR caps.,10
CARDIOGUARD M 20mg SR caps.,6
ZOVIRAX  200mg/5ml susp.,143
ZOVIRAX  5% topical cream,12
EPREX 2000 I.U./ml vial,780
ELMETACIN spray,15
VIRACURE 200mg caps.,26
ACICONE 720mg chewable tab.,4
EPREX 10000 I.U./ml vial,3858
EPIMAG 2.125g effervescent powder,3
COLOSPASMIN FORTE 135mg sugar coated tab.,7
POTASSIUM M 3.3gm/100ml  syrup,3
RUBALGIN 15 % topical cream,2
STELLASIL 1mg tab.,1
DOMPIDONE 30mg supp.for children,5
METROVENT 5mg inhaler.,20
DOMPIDONE 60 mg supp.,9
GLUCOHYDRAN sachet.,2
LEVAMISOLE 40mg tab.,1
VIRACURE 400mg caps.,36
NEUROTOP RETARD 300mg S.R.tab.,9
NEUROTOP RETARD 600mg S.R.tab.,16
SPASMO-URGENIN tab.,4
TRICONAL 50mg caps.,35
CIMETIDINE 200mg/2ml I.M/I.V.amp.,12
LINCOCIN 600mg/2ml I.M./I.V.amp,6
ZOLADEX DEPOT 3.6mg amp.,530
QUIBRON T/SR 300 mg tab.,34
DIPROSONE 0.05% cream (R1),10
DIPROSONE 0.05% cream,3
DEPREBAN 20mg caps.,15
NEUROTOP 400mg tab.,11
NEUROTOP 200mg tab.,6
ZESTORETIC-20 tab.,23
ANEXATE 0.5mg/5ml I.V.amp.,450
"EPREX 10,000 I.u./ml prefilled syringe",3858
KETOSTERIL f.c. tab.,220
DISPERCAM  20 mg ampoule,6
EPREX 2000 I.U./0.5ml prefilled syringe,780
KONAKION MM 10 mg/ml amp.,7
CEREBAL 25mg tab.,1
NOVA C N tab.,2
STELLASIL 5 mg tab.,1
RETIN A 0.05% cream,19
BREXIN 20mg tab.,12
SALIOCT paint,5
EPREX 1000 I.U./0.5ml prefilled syringe (R1),55
EPREX 1000 I.U./0.5ml prefilled syringe,330
MODECATE 25mg/ml vial for I.M injection,10
ASPOCID PAEDIATRIC 75mg chewable tab.,2
DISPERCAM  gel 0.5%,4
NOSCAPINE 15mg/5ml syrup,4
TOBRIN 0.3% eye oint.,4
BETADERM 0.1% topical oint.,2
OMEPAK 20mg caps. (R1),16
OMEPAK 20mg caps.,33
SODIUM BICARBONATE 4.2 % INJECTION,1
SODIUM BICARBONATE INJ. 5 %,1
RINGER' S SOLUTION,1
NORMAL SALINE 0.9% inj.,1
HAEMAGEL PLASMA SUBSTITUTE I.V.infusion,40
ATENO 50mg f.c.tab.,3
APIGENT-P eye/ear oint.,6
RONECARD 200mg tab.,6
ISORBID 5mg sublingual tab.,2
LUIVAC 3mg tab.,30
EMTHEXATE PF 25mg/ml vial (R1),16
EMTHEXATE PF 25mg/ml vial,90
TRITACE COMP LS 2.5/12.5mg tab. (R1),27
TRITACE COMP LS 2.5/12.5mg tab.,14
TRITACE COMP 25/5mg tab.,25
PIROXIFAR 20mg supp.,2
MUNDISAL oral gel,4
CIPROFAR 3mg/ml eye drops,6
STELLAMID tab.,1
ERYTHROCIN 200 mg/5ml granules for oral suspension,8
EZAFLUOR mouth wash,4
PARNETIL 10mg tab.,2
SORBITOL IRRIGATION SOLUTION 2.5%,10
OXYTOCIN 10I.U./ml amp.,1
CIDOPHAGE  500mg  tab.,1
CIDOPHAGE RETARD 850mg S.R.tab. (R1),6
CIDOPHAGE RETARD 850mg S.R.tab.,10
ACICONE-S chewable tab.,1
GLYPRESSIN 1mg vial,207
MINIRIN 10mcg/dose nasal spray,115
METHOTREXATE-EBEWE 100mg/ml vial,72
METHOTREXATE-EBEWE 50mg/5ml vial.,22
HUMULIN R 100I.U./ml cartridge,95
HUMULIN N 100I.U./ml cartridge,95
HUMULIN 70/30  cartridge,95
BOTOX 100 unit vial,1150
GRANOCYTE 34M.I.U./ml vial (hospital),486
MAXITROL eye oint.,8
NEO-MINOPHYLLINE syrup,3
NEO-MEDANINE 15mg tab.,29
HAEMOCTIN SDH  250I.U./ml,750
LORATAN 5mg/5ml syrup,8
KONAKION MM PAEDIATRIC 2mg/0.2ml amp.,6
CISPLATIN-EBEWE 0.5mg/ml vial. (R2),30
CISPLATIN-EBEWE 0.5mg/ml vial. (R1),17
CISPLATIN-EBEWE 0.5mg/ml vial.,42
ALZENTAL 20mg/ml susp.,2
METROZOLE 125mg/5ml susp.,3
ACICONE -S oral susp. (R1),6
ACICONE -S oral susp.,3
ACICONE SUSPENSION (R1),6
ACICONE SUSPENSION,3
HUMAN GAMMA GLOBULIN 16 %,2
DOXORUBIN 50mg vial,160
PLATOSIN 0.5mg/ml vial,20
METEOSPAMYL soft gelatin caps.,8
LAXOMAG 7.5% susp.,1
CUSIMOLOL 0.5% ophth. drops,8
EPIPHENICOL 1% eye oint.,1
EPICOPHYLLINE PHENOBARBITONE syrup,2
INDOMETHACIN  100mg supp.,2
LIGNOCAINE HYDROCHLORIDE 2% gel,1
MENTOTHICONE enteric coated caps.,4
OXYPOL eye oint.,2
FLUVERMAL 100 mg tab.,4
MOBIC 15mg supp.,15
MOBIC 15 mg tab.,23
MOBIC 7.5mg tab.,16
KETOTI 1mg tab.,3
ITEM 0.4% shampoo (R1),2
ITEM 0.4% shampoo,7
PROTAM 10mg/ml I.V.vial (R1),6
PROTAM 10mg/ml I.V.vial,3
RHEUMAFEN  75 mg SR  caps.,9
DURICEF 500mg /5ml  susp.,15
SERVIFLOX 250 mg f.c.tab.,15
SERVIFLOX 500mg f.c.tab.,28
NOPAIN  20mg/ml amp.,4
HI-VIT 21 CAPSULE,8
EPREX 4000 I.U./0.4ml prefilled syringe (R1),1140
EPREX 4000 I.U./0.4ml prefilled syringe,190
OCTOCAINE 100 dental liquid cartridge.,75
PENTASA 1gm supp.,9
PREDNISOLONE 5mg tab. (R1),1
PREDNISOLONE 5mg tab.,0
STUGERON 25mg tab.,7
LIGNOCAINE 5% emulgel,3
SPASMOCIN 100mg/100ml syrup.,2
LIGNOCAINE 2% topical gel,3
CELLCEPT 250 mg caps.,1175
CLEXANE 80 mg/0.8ml prefilled syringe.,43
CLEXANE 60mg/0.6ml prefilled syringe,37
PAEDIMENT I.V.infusion,3
PANSOL I.V.infusion.,4
PAN AMIN SG I.V. infusion,42
ZINOL 1gm I.M./I.V.vial.,14
MENCEVAX AC vial 0.5ml single dose,16
FLUARIX 15 mcg/0.5ml I.M. or S.C. injection in  prefilled syringe.,32
TAXOTERE 20mg/0.5 ml  I.V. infusion,800
TAXOTERE 80mg/2ml I.V. infusion,2850
DIARRHEA REHYDRATION I.V.infusion,4
HAVRIX 720 I.U./ml vial,86
SEDO-MAG susp,4
EXLUTON 0.5mg tab.,8
"TEMPRA 160 mg/5ml syp.
(APPROVED:RE-REG.)",3
TINEA CURE 1 gm/100ml paint,1
PICOLAX 0.75% drops,2
KEFLEX 500 mg caps.,12
PHENYTOIN 50mg caps.,2
NEOPOLYBACIN eye oint.,3
AMARYL 3mg tab.,14
AMARYL 2mg tab.,12
PETRO tab.,4
SPASMOCURE 60mg tab.,4
FLUVERMAL 20mg/ml Susp.,5
SILVERZINE 1% gauze dressing .,2
BRONEX oral drops,4
RHINOSTOP oral drops,4
NOFLU syrup,3
C-VITON 500 mg tab (R2),2
C-VITON 500 mg tab (R1),1
C-VITON 500 mg tab,17
ALKANOL solution.,5
CALCIUM CHLORIDE INJECTION 10%,0
RABIES VACCINE,198
VINPORAL 5mg tab.,10
HAEMODIALYSIS SOLUTION FORMULA 1 (1:34),41
EPICOGEL susp. (R1),4
EPICOGEL susp.,2
EXPECTYL syrup,3
PENTASA 500mg slow release tab.,26
RIFACTINE 300 mg capsule,6
ZINOL 500mg vial,6
SUPRANE 100% liquid for inhalation,250
MUCOLASE 5% syrup.,4
POSTINE-S syrup,3
LIVOSTIN 0.5 mg/ml nasal spray,27
SEDACORON 200mg tab.,11
AERRANE 100% liquid for inhalation,130
SPASMO ROWATINEX supp,7
BETOPTIC 5mg/ml eye drops,20
SUPRAVIT caps.,4
MOBILAT gel,9
FURAZOLE tab.,2
RIFAMPICIN 150mg caps.,4
MUCOGEL susp.,4
OPTIGENT 0.3% eye/ear drops,4
"SELGON 40mg/ml oral drops
(APPROVED RE-REG)",6
CONTROLOC 40mg gastroresistant tab.,90
SEPTORAL gargle,2
METRODIN HIGHLY PURIFIED 75I.u.amp.,46
PRAZIQUANTEL 600mg f.c.tab.,6
DO-SPA 40mg/2ml amp.,6
GEMZAR 1gm I.V.vial,800
GEMZAR 200mg I.V.vial,165
COZAAR 50mg tab.,26
DILOZOLE tab. (R1),2
DILOZOLE tab.,4
CALCIUM PHARCO 115mg/5ml syrup,6
HAEMOSTAT 250mg tab.,6
RISPERDAL 4mg coated tab.,124
CEFOZON 500mg I.M./I.V.vial,8
RIFAMPICIN 300mg caps.,8
DEXARON PLUS eye/ear drops.,6
LORANO 10mg tab.,10
FARCOPHYLLINE 125mg paed.supp.,1
AMILO 5mg tab.,14
PROSTALIN rectal supp.,2
ALKA-MISR alkaline nasal wash.,5
LORATADINE 10mg tab.,8
TROSYD 1% dermal cream,7
VIBROCIL  nasal gel,4
PERMAX 100mg/5ml susp.,2
BETAPANTHEN cream,4
CIPROCIN 10mg/ml vial (R1),12
CIPROCIN 10mg/ml vial,8
ANTISEPTOL 0.1gm/100ml mouth wash,2
COLDAL  syrup,3
DO-SPA 40 mg tab. (R1),4
DO-SPA 40 mg tab.,2
PEXAL-400DEPOTABS S.R.tab.,7
BETASERC 16 mg tab.,10
OPHTHALIN 1% intra-ocular prefilled syringe,160
CITROLIN mouth wash and gargle,1
CEFOBID 500mg vial (I.V-I.M),16
FARCOSEF 1gm I.V./I.M.vial,8
GLUCOBAY 50mg tab.,24
PANCEF 750mg I.M/I.V.vial,11
OSINEX syp.,4
"SELGON 20mg tab.
(APPROVED RE-REG)",5
DENTINOX 0.33% teething gel,7
MEDIJEL oral gel,7
EMERAL adult supp.,2
FARCO-CAINE 5% oint.,2
TEPEDRONE tab.,3
MOBILAT cream,9
NEURORUBINE FORTE lactab (R1),7
NEURORUBINE FORTE lactab,4
CONTA-FLU tab.,2
CETAL 120mg infantile supp.,2
PURI-NETHOL 50mg tab.,40
EPILOG 250mg/5ml amp. For I.V. inj.,30
ATROVENT  250mcg/2ml unit dose vial.,2
TARGOCID 200 mg vial,135
ASPAIN 300mg tab.,1
DERMATIN CORT topical cream,4
FARCONCIL 500mg vial,4
CEFAZONE 0.5gm vial,8
FARCONCIL 1gm vial,6
CLOROCEF  250mg/5ml susp.,22
DENTINOX 2.65%  infant colic drops,17
PERITONEAL DIALYSIS SOLN.WITH GLUCOSE 2.27 % w/w,8
PERITONEAL DIALYSIS SOL. WITH GLUCOSE 3.86 % W/V,8
PERITONEAL DIALYSIS SOL. WITH GLUCOSE 1.36 % W/V,8
DEXTROSE 5% I.V.infusion,1
HI-CAL 1.2g/5ml syrup,5
PSYCHOTON DRAGEE 0.12 %,10
B.S.S. irrigation solution,12
MECLOPRAM 10mg tab.,1
TAREG 80mg f.c.tab.,43
TAREG 160mg f.c.tab.,32
VITRIMIX KV I.V.infusion Hospital.,120
NEURORUBINE amp. (R1),3
NEURORUBINE amp.,9
ENGERIX B (PEDIATRIC)I.M. injection 10 mcg/0.5ml vial,11
G.C. MOL sachet,3
FARCONCIL 250mg vial,4
BABY GUARD topical cream.,2
KETOLAC 10mg tab.,10
NU-SPASM 20mg/ml amp. (R1),2
NU-SPASM 20mg/ml amp.,4
EMTHEXATE PF 100mg/ml vial (R1),120
EMTHEXATE PF 100mg/ml vial,500
LORANO 5mg/5ml syrup (R1),5
LORANO 5mg/5ml syrup,8
HAEMOKION 10mg/ml amp.,6
LAMICTAL 25mg tab.,8
LAMICTAL 100mg tab.,27
SYNERPEN 375mg I.V/I.M vial,4
SYNERPEN 750mg I.V/I.M vial,7
SYNERPEN 1500mg I.VorI.M vial,10
HAVRIX 1440 I.U./ml vial,134
ZYPREXA 10mg coated tab.,160
ZYPREXA 7.5mg f.c.tab.,120
ZYPREXA 5mg coated tab.,80
CEFZIL 500mg f.c.tab.,34
CEFZIL 250 mg f.c.tab.,20
HYZAAR f.c.tab.,26
CORDARONE 200 mg scored tab.,6
NEO-PULMOLAR syrup,3
FARCOSEF 500mg vial,5
OCTOTRAMADOL 50mg caps. (R1),4
OCTOTRAMADOL 50mg caps.,9
BRONCHOPRO RETARD 75mg caps.,7
LIVOSTIN  0.5mg/ml eye drops,25
"DRIED FACTOR VIII FRACTION ,8Y 250I.U./10ml vial (R1)",1040
"DRIED FACTOR VIII FRACTION ,8Y 250I.U./10ml vial",520
NEO-HAEMORRHAN  supp.,3
ERYTHROPRIM dry susp.,8
HEPA-MERZ CONCENTRATE 5gm/10ml infusion (R1),10
HEPA-MERZ CONCENTRATE 5gm/10ml infusion,50
FARCOSEF 250mg vial,4
FLEXOFAN caps.,5
MICOBAN oral gel,4
PROLOL 10mg tab.,1
CILOXAN 3mg/ml eye/ear drops,20
HICILLIN 125mg/5ml susp.,3
CIPROCIN 0.3 % eye oint.,5
ANTIVER 100mg/5ml susp.,2
DEPAKINE 200mg Gastroresistant tab.,5
SORAL 20mg caps.,10
DEPAKINE 5gm/100ml syp.,16
MAXILASE 20.000 CEIP unit/100ml syrup. (R1),6
MAXILASE 20.000 CEIP unit/100ml syrup.,8
NAPILAC 200mg caps.,7
"ANTIFLAM 25mg tab.
(APPROVED:RE-REG.)",3
"ANTIFLAM 50mg tab.
(APPROVED:RE-REG.)",5
"KETRAC 10mg tab.
(APPROVED:RE-REG.)",5
HAEMOTON soft gelatin caps. (R1),12
HAEMOTON soft gelatin caps.,6
